Id,WnvPresent
1,0.00028286374
2,0.00028286374
3,0.00028286374
4,0.00028286374
5,0.00028286374
6,0.00028286374
7,0.00028286374
8,0.00028286374
9,1.10810815e-05
10,1.10810815e-05
11,1.10810815e-05
12,1.10810815e-05
13,1.10810815e-05
14,1.10810815e-05
15,1.10810815e-05
16,1.10810815e-05
17,4.2789645e-05
18,4.2789645e-05
19,4.2789645e-05
20,4.2789645e-05
21,4.2789645e-05
22,4.2789645e-05
23,4.2789645e-05
24,4.2789645e-05
25,0.000121110366
26,0.000121110366
27,0.000121110366
28,0.000121110366
29,0.000121110366
30,0.000121110366
31,0.000121110366
32,0.000121110366
33,1.5675983e-05
34,1.5675983e-05
35,1.5675983e-05
36,1.5675983e-05
37,1.5675983e-05
38,1.5675983e-05
39,1.5675983e-05
40,1.5675983e-05
41,5.0674815e-05
42,5.0674815e-05
43,5.0674815e-05
44,5.0674815e-05
45,5.0674815e-05
46,5.0674815e-05
47,5.0674815e-05
48,5.0674815e-05
49,5.9623806e-05
50,5.9623806e-05
51,5.9623806e-05
52,5.9623806e-05
53,5.9623806e-05
54,5.9623806e-05
55,5.9623806e-05
56,5.9623806e-05
57,1.3885714e-05
58,1.3885714e-05
59,1.3885714e-05
60,1.3885714e-05
61,1.3885714e-05
62,1.3885714e-05
63,1.3885714e-05
64,1.3885714e-05
65,0.00021005607
66,0.00021005607
67,0.00021005607
68,0.00021005607
69,0.00021005607
70,0.00021005607
71,0.00021005607
72,0.00021005607
73,0.00048523815
74,0.00048523815
75,0.00048523815
76,0.00048523815
77,0.00048523815
78,0.00048523815
79,0.00048523815
80,0.00048523815
81,0.00017314266
82,0.00017314266
83,0.00017314266
84,0.00017314266
85,0.00017314266
86,0.00017314266
87,0.00017314266
88,0.00017314266
89,0.00083074806
90,0.00083074806
91,0.00083074806
92,0.00083074806
93,0.00083074806
94,0.00083074806
95,0.00083074806
96,0.00083074806
97,0.00034841505
98,0.00034841505
99,0.00034841505
100,0.00034841505
101,0.00034841505
102,0.00034841505
103,0.00034841505
104,0.00034841505
105,1.4464898e-05
106,1.4464898e-05
107,1.4464898e-05
108,1.4464898e-05
109,1.4464898e-05
110,1.4464898e-05
111,1.4464898e-05
112,1.4464898e-05
113,1.1871579e-05
114,1.1871579e-05
115,1.1871579e-05
116,1.1871579e-05
117,1.1871579e-05
118,1.1871579e-05
119,1.1871579e-05
120,1.1871579e-05
121,4.8379734e-06
122,4.8379734e-06
123,4.8379734e-06
124,4.8379734e-06
125,4.8379734e-06
126,4.8379734e-06
127,4.8379734e-06
128,4.8379734e-06
129,1.0057479e-05
130,1.0057479e-05
131,1.0057479e-05
132,1.0057479e-05
133,1.0057479e-05
134,1.0057479e-05
135,1.0057479e-05
136,1.0057479e-05
137,0.00010835879
138,0.00010835879
139,0.00010835879
140,0.00010835879
141,0.00010835879
142,0.00010835879
143,0.00010835879
144,0.00010835879
145,1.4561409e-05
146,1.4561409e-05
147,1.4561409e-05
148,1.4561409e-05
149,1.4561409e-05
150,1.4561409e-05
151,1.4561409e-05
152,1.4561409e-05
153,0.00013834125
154,0.00013834125
155,0.00013834125
156,0.00013834125
157,0.00013834125
158,0.00013834125
159,0.00013834125
160,0.00013834125
161,1.3543943e-05
162,1.3543943e-05
163,1.3543943e-05
164,1.3543943e-05
165,1.3543943e-05
166,1.3543943e-05
167,1.3543943e-05
168,1.3543943e-05
169,1.43729485e-05
170,1.43729485e-05
171,1.43729485e-05
172,1.43729485e-05
173,1.43729485e-05
174,1.43729485e-05
175,1.43729485e-05
176,1.43729485e-05
177,1.6095652e-05
178,1.6095652e-05
179,1.6095652e-05
180,1.6095652e-05
181,1.6095652e-05
182,1.6095652e-05
183,1.6095652e-05
184,1.6095652e-05
185,1.0751367e-05
186,1.0751367e-05
187,1.0751367e-05
188,1.0751367e-05
189,1.0751367e-05
190,1.0751367e-05
191,1.0751367e-05
192,1.0751367e-05
193,0.00027006815
194,0.00027006815
195,0.00027006815
196,0.00027006815
197,0.00027006815
198,0.00027006815
199,0.00027006815
200,0.00027006815
201,5.2684773e-05
202,5.2684773e-05
203,5.2684773e-05
204,5.2684773e-05
205,5.2684773e-05
206,5.2684773e-05
207,5.2684773e-05
208,5.2684773e-05
209,0.00012936066
210,0.00012936066
211,0.00012936066
212,0.00012936066
213,0.00012936066
214,0.00012936066
215,0.00012936066
216,0.00012936066
217,0.00019472826
218,0.00019472826
219,0.00019472826
220,0.00019472826
221,0.00019472826
222,0.00019472826
223,0.00019472826
224,0.00019472826
225,3.44628e-05
226,3.44628e-05
227,3.44628e-05
228,3.44628e-05
229,3.44628e-05
230,3.44628e-05
231,3.44628e-05
232,3.44628e-05
233,0.00016892668
234,0.00016892668
235,0.00016892668
236,0.00016892668
237,0.00016892668
238,0.00016892668
239,0.00016892668
240,0.00016892668
241,5.9921117e-06
242,5.9921117e-06
243,5.9921117e-06
244,5.9921117e-06
245,5.9921117e-06
246,5.9921117e-06
247,5.9921117e-06
248,5.9921117e-06
249,4.7135916e-05
250,4.7135916e-05
251,4.7135916e-05
252,4.7135916e-05
253,4.7135916e-05
254,4.7135916e-05
255,4.7135916e-05
256,4.7135916e-05
257,3.630668e-05
258,3.630668e-05
259,3.630668e-05
260,3.630668e-05
261,3.630668e-05
262,3.630668e-05
263,3.630668e-05
264,3.630668e-05
265,1.3686196e-05
266,1.3686196e-05
267,1.3686196e-05
268,1.3686196e-05
269,1.3686196e-05
270,1.3686196e-05
271,1.3686196e-05
272,1.3686196e-05
273,0.00012890986
274,0.00012890986
275,0.00012890986
276,0.00012890986
277,0.00012890986
278,0.00012890986
279,0.00012890986
280,0.00012890986
281,2.3339713e-05
282,2.3339713e-05
283,2.3339713e-05
284,2.3339713e-05
285,2.3339713e-05
286,2.3339713e-05
287,2.3339713e-05
288,2.3339713e-05
289,9.6545655e-06
290,9.6545655e-06
291,9.6545655e-06
292,9.6545655e-06
293,9.6545655e-06
294,9.6545655e-06
295,9.6545655e-06
296,9.6545655e-06
297,8.93345e-06
298,8.93345e-06
299,8.93345e-06
300,8.93345e-06
301,8.93345e-06
302,8.93345e-06
303,8.93345e-06
304,8.93345e-06
305,2.415452e-05
306,2.415452e-05
307,2.415452e-05
308,2.415452e-05
309,2.415452e-05
310,2.415452e-05
311,2.415452e-05
312,2.415452e-05
313,4.7001216e-05
314,4.7001216e-05
315,4.7001216e-05
316,4.7001216e-05
317,4.7001216e-05
318,4.7001216e-05
319,4.7001216e-05
320,4.7001216e-05
321,0.00015712612
322,0.00015712612
323,0.00015712612
324,0.00015712612
325,0.00015712612
326,0.00015712612
327,0.00015712612
328,0.00015712612
329,3.4324483e-05
330,3.4324483e-05
331,3.4324483e-05
332,3.4324483e-05
333,3.4324483e-05
334,3.4324483e-05
335,3.4324483e-05
336,3.4324483e-05
337,2.1416457e-05
338,2.1416457e-05
339,2.1416457e-05
340,2.1416457e-05
341,2.1416457e-05
342,2.1416457e-05
343,2.1416457e-05
344,2.1416457e-05
345,0.000119405544
346,0.000119405544
347,0.000119405544
348,0.000119405544
